"","Date","X","Y","TP","Flow"
"429",2007-10-03 12:00:00,6098.04166666667,1,0.01,17.27
"430",2007-10-30 12:00:00,6125,1,0.03,11.2
"431",2007-11-24 13:49:00,6150.07569444444,1,0.06,67.29
"432",2007-11-24 16:49:00,6150.20069444444,1,0.06,64.12
"433",2007-11-24 19:49:00,6150.32569444444,1,0.08,60.67
"434",2007-11-24 22:49:00,6150.45069444444,1,0.06,60.75
"435",2007-11-25 07:49:00,6150.82569444444,1,0.06,59.42
"436",2007-11-25 10:49:00,6150.95069444444,1,0.06,59.42
"437",2007-11-25 12:00:00,6151,1,0.105,63.21
"438",2007-11-25 13:49:00,6151.07569444444,1,0.08,58.14
"439",2007-11-25 16:49:00,6151.20069444444,1,0.07,54.03
"440",2007-11-26 12:00:00,6152,1,0.04,44.27
"441",2007-11-30 10:55:00,6155.95486111111,1,0.04,64.12
"442",2007-11-30 13:55:00,6156.07986111111,1,0.03,58.42
"443",2007-11-30 16:55:00,6156.20486111111,1,0.03,53.19
"444",2007-11-30 20:05:00,6156.33680555556,1,0.04,54.28
"445",2007-12-01 12:00:00,6157,1,0.06,45.89
"446",2007-12-08 13:05:00,6164.04513888889,1,0.02,51.46
"447",2007-12-08 22:55:00,6164.45486111111,1,0.02,51.04
"448",2007-12-09 07:55:00,6164.82986111111,1,0.02,54.91
"449",2007-12-09 10:55:00,6164.95486111111,1,0.02,54.91
"450",2007-12-09 12:00:00,6165,1,0.015,59.12
"451",2007-12-20 12:00:00,6176,1,0.02,37.47
"452",2008-01-24 12:00:00,6211,1,0.03,22.62
"453",2008-02-06 10:07:00,6223.92152777778,1,0.03,28.7
"454",2008-02-09 09:15:00,6226.88541666667,1,0.03,65.5
"455",2008-02-09 12:00:00,6227,1,0.035,65.35
"456",2008-02-09 12:15:00,6227.01041666667,1,0.02,65.5
"457",2008-02-09 15:15:00,6227.13541666667,1,0.04,64
"458",2008-02-09 18:15:00,6227.26041666667,1,0.03,60.87
"459",2008-02-09 21:15:00,6227.38541666667,1,0.04,57.78
"460",2008-02-10 12:00:00,6228,1,0.0233333333333333,60.79
"461",2008-02-26 12:00:00,6244,1,0.02,18.77
