"","Date","X","Y","TP","Flow"
"380",2007-06-11 09:00:00,5983.91666666667,1,0.07,83.2
"381",2007-06-11 12:00:00,5984.04166666667,1,0.07,110.18
"382",2007-06-11 15:00:00,5984.16666666667,1,0.1,121.31
"383",2007-06-11 18:00:00,5984.29166666667,1,0.08,121.14
"384",2007-06-11 21:00:00,5984.41666666667,1,0.12,111.26
"385",2007-06-12 09:00:00,5984.91666666667,1,0.08,72.44
"386",2007-06-12 12:00:00,5985.04166666667,1,0.0775,74.04
"387",2007-06-12 15:00:00,5985.16666666667,1,0.09,65.7
"388",2007-06-13 15:20:00,5986.18055555556,1,0.02,39.62
"389",2007-06-15 15:45:00,5988.19791666667,1,0.04,47.74
"390",2007-06-15 21:45:00,5988.44791666667,1,0.06,208.42
"391",2007-06-16 09:45:00,5988.94791666667,1,0.22,982.24
"392",2007-06-16 12:00:00,5989.04166666667,1,0.175,918.33
"393",2007-06-16 12:45:00,5989.07291666667,1,0.23,982.24
"394",2007-06-16 15:45:00,5989.19791666667,1,0.22,1300
"395",2007-06-16 18:45:00,5989.32291666667,1,0.25,1576.87
"396",2007-06-16 21:45:00,5989.44791666667,1,0.28,1840.45
"397",2007-06-17 10:30:00,5989.97916666667,1,0.2,1209.11
"398",2007-06-17 12:00:00,5990.04166666667,1,0.2,1497.54
"399",2007-06-17 14:02:00,5990.12638888889,1,0.34,1291.02
"400",2007-06-17 16:30:00,5990.22916666667,1,0.19,991.3
"401",2007-06-17 19:30:00,5990.35416666667,1,0.12,816.55
"402",2007-06-17 22:30:00,5990.47916666667,1,0.09,690.05
"403",2007-06-18 07:30:00,5990.85416666667,1,0.1,395.52
"404",2007-06-18 10:30:00,5990.97916666667,1,0.11,395.52
"405",2007-06-18 12:00:00,5991.04166666667,1,0.075,445.61
"406",2007-06-18 13:30:00,5991.10416666667,1,0.07,383.38
"407",2007-06-20 12:00:00,5993.04166666667,1,0.065,683.93
"408",2007-06-20 12:35:00,5993.06597222222,1,0.07,807.21
"409",2007-06-20 15:35:00,5993.19097222222,1,0.13,1325.34
"410",2007-06-20 18:35:00,5993.31597222222,1,0.12,1437.56
"411",2007-06-21 07:57:00,5993.87291666667,1,0.25,807.7
"412",2007-06-21 09:35:00,5993.94097222222,1,0.1,807.7
"413",2007-06-21 12:00:00,5994.04166666667,1,0.12,984.78
"414",2007-06-21 12:35:00,5994.06597222222,1,0.11,807.7
"415",2007-06-27 07:50:00,5999.86805555556,1,0.1,678.74
"416",2007-06-27 10:50:00,5999.99305555556,1,0.12,1195.98
"417",2007-06-27 13:50:00,6000.11805555556,1,0.17,1229.94
"418",2007-06-27 16:50:00,6000.24305555556,1,0.31,1044.65
"419",2007-06-27 19:50:00,6000.36805555556,1,0.44,931.53
"420",2007-06-27 22:50:00,6000.49305555556,1,0.45,894.96
"421",2007-06-28 07:50:00,6000.86805555556,1,0.39,799.04
"422",2007-06-28 10:50:00,6000.99305555556,1,0.23,799.04
"423",2007-06-28 12:00:00,6001.04166666667,1,0.195,863.57
"424",2007-06-28 13:50:00,6001.11805555556,1,0.23,772.08
"425",2007-06-29 12:00:00,6002.04166666667,1,0.05,740.36
"426",2007-07-11 12:00:00,6014.04166666667,1,0.05,230
"427",2007-08-07 10:40:00,6040.98611111111,1,0.01,28.48
"428",2007-09-03 12:00:00,6068.04166666667,1,0.02,19.36
